local_law_id,name,address,type_of_law_enforcement,city_id
1010735,GRANT CITY POLICE DEPARTMENT,101 WEST THIRD STREET,LOCAL POLICE DEPARTMENT,1840010424
1011115,DENT COUNTY SHERIFFS DEPARTMENT / DENT COUNTY JAIL,112 EAST 5TH STREET,SHERIFF'S OFFICE,1840009878
1010666,EASTON POLICE DEPARTMENT,106 NORTH WOODWARD STREET,LOCAL POLICE DEPARTMENT,1840008441
1023513,WEST VIRGINIA STATE POLICE TROOP 6 - WELCH DETACHMENT,850 VIRGINIA AVENUE,PRIMARY STATE AGENCY,1840006422
1023516,WEST VIRGINIA STATE POLICE TROOP 1 - WELLSBURG DETACHMENT,1315 COMMERCE STREET,PRIMARY STATE AGENCY,1840005478
1006916,KANSAS HIGHWAY PATROL TROOP B - ATCHISON COUNTY,313 WOODLAWN AVENUE,PRIMARY STATE AGENCY,1840001543
1012019,DURHAM TECHNICAL COMMUNITY COLLEGE CAMPUS POLICE AND SECURITY,"1637 LAWSON STREET, COLLINS AND WHITE BUILDINGS",SPECIAL JURISDICTION,1840013364
1000101,ALASKA DEPARTMENT OF CORRECTIONS - SPRING CREEK CORRECTIONAL CENTER,"NASH ROAD, MILE 5",PRIMARY STATE AGENCY,1840023423
1019437,MEEMAN-SHELBY FOREST STATE PARK - RANGERS STATION,910 RIDDICK ROAD,LOCAL POLICE DEPARTMENT,1840014593
1008875,JOHN HOPKINS MEDICINE CENTER CORPORATE SECURITY,"600 NORTH WOLFE STREET, HARVEY 109 SECTION",LOCAL POLICE DEPARTMENT,1840001592
1006541,OFFICE OF INSPECTOR GENERAL,"315 WEST OHIO STREET, ROOM 414",LOCAL POLICE DEPARTMENT,1840030084
1009105,PRINCE GEORGES COUNTY SHERIFFS DEPARTMENT,1601 MCCORMICK DRIVE,SHERIFF'S OFFICE,1840003828
1007416,BEATTYVILLE POLICE DEPARTMENT,61 RIVER DRIVE,LOCAL POLICE DEPARTMENT,1840013234
1012184,NORTH CAROLINA STATE HIGHWAY PATROL TROOP A DISTRICT VII,2214 WEST VERNON AVENUE,PRIMARY STATE AGENCY,1840014585
1007115,KINSLEY POLICE DEPARTMENT,721 MARSH AVENUE,LOCAL POLICE DEPARTMENT,1840001677
1006545,UNIVERSITY OF INDIANAPOLIS POLICE DEPARTMENT,"1400 EAST HANNA AVENUE, SCHWITZER STUDENT CENTER",SPECIAL JURISDICTION,1840030084
1010498,ANNAPOLIS POLICE DEPARTMENT,204 SCHOOL STREET,LOCAL POLICE DEPARTMENT,1840007583
1011250,MISSOURI STATE PARK RANGERS - LAKE WAPPAPELLO STATE PARK,STATE HIGHWAY 172,LOCAL POLICE DEPARTMENT,1840010882
1012540,WILSON POLICE DEPARTMENT - CENTRAL DISTRICT,1001 GOLDSBORO STREET SOUTHWEST,LOCAL POLICE DEPARTMENT,1840015383
1008849,BALTIMORE CITY DEPARTMENT OF PUBLIC WORKS - SANITATION ENFORCEMENT,417 EAST FAYETTE STREET,LOCAL POLICE DEPARTMENT,1840001592
1009024,CECIL COLLEGE CAMPUS SECURITY,1 SEAHAWK DRIVE,SPECIAL JURISDICTION,1840005639
1012227,LUMBERTON POLICE DEPARTMENT - SOUTH LUMBERTON STATION,1408 MARTIN LUTHER KING JUNIOR DRIVE,LOCAL POLICE DEPARTMENT,1840015531
1007145,LIBERAL MUNICIPAL COURT,325 NORTH WASHINGTON AVENUE,LOCAL POLICE DEPARTMENT,1840001704
1010688,FARBER POLICE DEPARTMENT,214 EAST UNITED STATES HIGHWAY 54,LOCAL POLICE DEPARTMENT,1840008514
1012030,NORTH CAROLINA ALCOHOL LAW ENFORCEMENT DISTRICT 1,106 TARHEEL COURT,SPECIAL JURISDICTION,1840013315
1007756,PADUCAH POLICE DEPARTMENT,1400 BROADWAY STREET,LOCAL POLICE DEPARTMENT,1840014388
1011830,NORTH CAROLINA STATE HIGHWAY PATROL TROOP H DISTRICT VI,521 SOUTH SANDHILLS BOULEVARD,PRIMARY STATE AGENCY,1840015433
1010629,UNIVERSITY OF MISSOURI - COLUMBIA POLICE DEPARTMENT,901 VIRGINIA AVENUE,SPECIAL JURISDICTION,1840007391
1007364,KANSAS HIGHWAY PATROL TROOP B - POTTAWATOMIE,408 ELM STREET,PRIMARY STATE AGENCY,1840010634
1007016,KANSAS HIGHWAY PATROL TROOP H - GREENWOOD,311 NORTH MAIN STREET,PRIMARY STATE AGENCY,1840001672
1010970,NOVINGER POLICE DEPARTMENT,302 MARION AVENUE,LOCAL POLICE DEPARTMENT,1840008371
1006439,INDIANA STATE POLICE DISTRICT 22,5811 ELLISON ROAD,PRIMARY STATE AGENCY,1840008261
1007207,KANSAS HIGHWAY PATROL TROOP F,1020 EAST 12TH STREET,PRIMARY STATE AGENCY,1840003846
1023198,WOOD COUNTY SHERIFFS DEPARTMENT,400 MARKET STREET,SHERIFF'S OFFICE,1840002333
1010715,OZARK COUNTY SHERIFFS DEPARTMENT / OZARK COUNTY JAIL,529 OLD UNITED STATES HIGHWAY 160 WEST,SHERIFF'S OFFICE,1840008807
1006783,SHARPSVILLE TOWN MARSHAL,124 SOUTH MAIN STREET,CONSTABLE/MARSHAL,1840010449
1023558,WYOMING GAME AND FISH DEPARTMENT - CASPER REGIONAL OFFICE,3030 ENERGY LANE,LOCAL POLICE DEPARTMENT,1840038324
1008961,MARYLAND STATE POLICE BARRACK L - FORESTVILLE,3500 FORESTVILLE ROAD,PRIMARY STATE AGENCY,1840005942
1003759,FULTON COUNTY SCHOOLS POLICE DEPARTMENT,"786 CLEVELAND AVE, S.W.",SPECIAL JURISDICTION,1840013660
1022201,VERMONT STATE POLICE TROOP C - RUTLAND STATION,124 STATE PLACE,PRIMARY STATE AGENCY,1840002632
1010757,HENRIETTA POLICE DEPARTMENT,202 MAIN STREET,LOCAL POLICE DEPARTMENT,1840007362
1022165,UNIVERSITY OF VERMONT POLICE SERVICES,284 EAST AVENUE,SPECIAL JURISDICTION,1840002310
1012575,ASHLEY POLICE DEPARTMENT,113 1ST AVENUE NORTHWEST,LOCAL POLICE DEPARTMENT,1840001986
1008997,JESSUP CORRECTIONAL INSTITUTION,DAVID MCGUINN ROAD,LOCAL POLICE DEPARTMENT,1840005919
1012382,ROCKINGHAM POLICE DEPARTMENT,311 EAST FRANKLIN STREET,LOCAL POLICE DEPARTMENT,1840014617
1000898,ARKANSAS STATE POLICE TROOP I,2724 AIRPORT ROAD,PRIMARY STATE AGENCY,1840013327
1001681,CALIFORNIA HIGHWAY PATROL - SANTA BARBARA,6465 CALLE REAL,PRIMARY STATE AGENCY,1840001783
1010521,BELLFLOWER CITY POLICE DEPARTMENT,100 SOUTH MAIN STREET,LOCAL POLICE DEPARTMENT,1840007406
1012149,INDIAN BEACH POLICE DEPARTMENT,1400 SALTER PATH ROAD,LOCAL POLICE DEPARTMENT,1840016481
1010650,DELTA POLICE DEPARTMENT,211 EAST STATE STREET,LOCAL POLICE DEPARTMENT,1840007599
1011984,NORTH CAROLINA STATE HIGHWAY PATROL TROOP E DISTRICT VI,2192 KANNAPOLIS HIGHWAY,PRIMARY STATE AGENCY,1840014559
1009050,MARYLAND STATE POLICE BARRACK U - PRINCE FREDERICK,210 MAIN STREET,PRIMARY STATE AGENCY,1840014982
1023335,HUNDRED POLICE DEPARTMENT,PENNSYLVANIA AVENUE,LOCAL POLICE DEPARTMENT,1840005669
1008931,MID-ATLANTIC REGIONAL COMMUNITY POLICING INSTITUTE,"6716 ALEXANDER BELL DRIVE, SUITE 201",LOCAL POLICE DEPARTMENT,1840005803
1004205,GEORGIA STATE PATROL TROOP E POST 8 - MADISON,1060 MONTICELLO ROAD,PRIMARY STATE AGENCY,1840015676
1012089,GRANITE QUARRY POLICE DEPARTMENT,143 NORTH SALISBURY AVENUE,LOCAL POLICE DEPARTMENT,1840016268
1022017,RADFORD UNIVERSITY POLICE,"EAST MAIN STREET, ALLEN BUILDING",SPECIAL JURISDICTION,1840003864
1008978,HIGH INTENSITY DRUG TRAFFICKING AREA OF GREENBELT,"9001 EDMONSTON ROAD, SUITE 300",LOCAL POLICE DEPARTMENT,1840005974
1012919,SNYDER POLICE DEPARTMENT,125 ASH STREET,LOCAL POLICE DEPARTMENT,1840011461
1021646,UTAH STATE PARKS AND RECREATION,1594 WEST NORTH TEMPLE,SPECIAL JURISDICTION,1840021383
1004590,ANKENY POLICE DEPARTMENT,211 SW WALNUT,LOCAL POLICE DEPARTMENT,1840007066
1008351,BOSTON SCHOOL POLICE,26 COURT STREET,SPECIAL JURISDICTION,1840000455
1010323,MINNESOTA STATE PATROL - DISTRICT 2400,3489 HADLEY AVENUE NORTH,LOCAL POLICE DEPARTMENT,1840007813
1005997,RIVERTON POLICE DEPARTMENT,6500 DAWSON LANE,LOCAL POLICE DEPARTMENT,1840012448
1013816,SALEM COUNTY CORRECTIONAL FACILITY,125 CEMETERY ROAD,LOCAL POLICE DEPARTMENT,1840001531
1012425,TOWN OF BOILING SPRINGS POLICE DEPARTMENT,145 SOUTH MAIN STREET,LOCAL POLICE DEPARTMENT,1840015426
1012275,TOWN OF GLEN ALPINE POLICE DEPARTMENT,103 PITTS STREET,LOCAL POLICE DEPARTMENT,1840014504
1009033,MONTGOMERY GENERAL HOSPITAL SECURITY,18101 PRINCE PHILIP DRIVE,LOCAL POLICE DEPARTMENT,1840005836
1015538,DELAWARE COUNTY JAIL,844 UNITED STATES HIGHWAY 42 NORTH,LOCAL POLICE DEPARTMENT,1840007237
1002708,COLORADO STATE PATROL - DISTRICT 2,1019 NORTH ERIE AVENUE,PRIMARY STATE AGENCY,1840020255
1023507,WEST VIRGINIA STATE POLICE TROOP 5 - WAYNE DETACHMENT,1302 NORFOLK AVENUE,PRIMARY STATE AGENCY,1840006264
1003194,SOUTHWEST FLORIDA INTERNATIONAL AIRPORT POLICE DEPARTMENT,11000 TERMINAL ACCESS ROAD,SPECIAL JURISDICTION,1840014226
1017793,PENNSYLVANIA STATE UNIVERSITY - BEAVER POLICE,100 UNIVERSITY DRIVE,SPECIAL JURISDICTION,1840001025
1017965,SEPTA TRANSIT POLICE,"1234 MARKET STREET, 4TH FLOOR",SPECIAL JURISDICTION,1840000673
1002076,CALIFORNIA DEPT OF FISH AND GAME - LAW ENFORCEMENT,1416 NINTH ST,SPECIAL JURISDICTION,1840021491
1003657,PALM BEACH COUNTY SCHOOL DISTRICT POLICE DEPARTMENT,3330 FOREST HILL BOULEVARD,SPECIAL JURISDICTION,1840015993
1020306,GARRISON INDEPENDENT SCHOOL DISTRICT POLICE DEPARTMENT,459 NORTH UNITED STATES HIGHWAY 59,SPECIAL JURISDICTION,1840020819
1019656,HIGHLAND PARK INDEPENDENT SCHOOL DISTRICT POLICE DEPARTMENT,3801 NORTH MASTERSON ROAD,SPECIAL JURISDICTION,1840019156
1021221,SHELBYVILLE INDEPENDENT SCHOOL DISTRICT POLICE DEPARTMENT,343 FARM TO MARKET 417 WEST,SPECIAL JURISDICTION,1840036574
1018607,COMMUNITY COLLEGE OF RHODE ISLAND POLICE DEPT,400 EAST AVENUE,SPECIAL JURISDICTION,1840003344
1003598,FLORIDA STATE UNIVERSITY POLICE DEPARTMENT,830 WEST JEFFERSON STREET,SPECIAL JURISDICTION,1840015913
1001027,UNIVERSITY OF AR MONTICELLO,284 SOUTH UNIVERSITY DRIVE,SPECIAL JURISDICTION,1840014805
1000735,ARKANSAS STATE UNIVERSITY - BEEBE,"1000 WEST IOWA STREET, STATE HALL BUILDING",SPECIAL JURISDICTION,1840013439
1000672,UNIVERSITY OF ALABAMA POLICE DEPARTMENT,800 SORORITY CIRCLE,SPECIAL JURISDICTION,1840005563
1018738,FLORENCE REGIONAL AIRPORT POLICE DEPARTMENT,2100 TERMINAL DRIVE,SPECIAL JURISDICTION,1840013643
1013005,NEW HAMPSHIRE HOSPITAL CAMPUS POLICE,36 CLINTON STREET,SPECIAL JURISDICTION,1840002747
1013288,CAPE MAY COUNTY SHERIFFS OFFICE / CAPE MAY COUNTY CORRECTIONAL CENTER,4 MOORE ROAD,SPECIAL JURISDICTION,1840005864
1023186,UNIVERSITY OF WISCONSIN - WHITEWATER POLICE SERVICES,"734 STARIN ROAD, GOODHUE HALL",SPECIAL JURISDICTION,1840002476
1023119,UNIVERSITY OF WISCONSIN - SUPERIOR CAMPUS SAFETY,"1605 CATLIN AVENUE, ROOM 53",SPECIAL JURISDICTION,1840038034
1022892,WISCONSIN STATE CAPITOL POLICE,"2 EAST MAIN STREET, STATE CAPITOL - NORTH, ROOM B2",SPECIAL JURISDICTION,1840002915
1015419,SUMMIT BEHAVIORAL HEALTHCARE POLICE DEPARTMENT,1101 SUMMIT ROAD,SPECIAL JURISDICTION,1840003814
1005430,NORTHERN ILLINOIS UNIVERSITY POLICE,"375 WIRTZ HALL, DEPARTMENT OF PUBLIC SAFETY",SPECIAL JURISDICTION,1840007033
1022036,VIRGINIA COMMONWEALTH UNIVERSITY POLICE - STOKES HOUSE,918 WEST FRANKLIN STREET,SPECIAL JURISDICTION,1840001698
1021830,LONGWOOD COLLEGE POLICE DEPARTMENT,201 HIGH STREET,SPECIAL JURISDICTION,1840006443
1007668,LOUISVILLE METRO HOUSING AUTHORITY SAFETY AND INVESTIGATIONS,"1611 SOUTH 13TH STREET, APARTMENT F",SPECIAL JURISDICTION,1840030815
1013754,KEAN UNIVERSITY DEPARTMENT OF PUBLIC SAFETY AND POLICE,"1000 MORRIS AVENUE, DOWNS HALL",SPECIAL JURISDICTION,1840153043
1021919,CENTRAL VIRGINIA COMMUNITY COLLEGE POLICE,3506 WARDS ROAD,SPECIAL JURISDICTION,1840003855
1014995,MONROE COMMUNITY COLLEGE POLICE,1000 EAST HENRIETTA ROAD,SPECIAL JURISDICTION,1840000373
1017469,ADAMS COUNTY DISTRICT ATTORNEY'S OFFICE,117 BALTIMORE STREET,SPECIAL JURISDICTION,1840000683
1004586,IOWA STATE UNIVERSITY DEPARTMENT OF PUBLIC SAFETY POLICE DIVISION,"PAMMEL DRIVE, 55 ARMORY BUILDING",SPECIAL JURISDICTION,1840007019
1004672,SCOTT COUNTY PARK RANGERS,149110 110TH AVENUE,SPECIAL JURISDICTION,1840007081
1011410,UNIVERSITY OF SOUTHERN MISSISSIPPI CAMPUS POLICE,"118 COLLEGE DRIVE, BOND RESIDENCE HALL BUILDING 72",SPECIAL JURISDICTION,1840013878
1017804,SUSQUEHANNA COUNTY DETECTIVES,11 MAPLE STREET,SPECIAL JURISDICTION,1840003325
1008159,ORLEANS LEVEE DISTRICT POLICE,6920 FRANKLIN AVENUE,SPECIAL JURISDICTION,1840001839
1022306,CENTRAL WASHINGTON UNIVERSITY POLICE DEPARTMENT,400 EAST UNIVERSITY WAY,SPECIAL JURISDICTION,1840019841
1009840,OAKLAND UNIVERSITY POLICE DEPARTMENT,2200 NORTH SQUIRREL ROAD,SPECIAL JURISDICTION,1840002429
1000038,FAIRBANKS INTERNATIONAL AIRPORT POLICE DEPARTMENT,5195 BRUMBAUGH BOULEVARD,SPECIAL JURISDICTION,1840023463
1021595,WEBER STATE UNIVERSITY POLICE,"3001 UNIVERSITY CIRCLE, ANNEX 4",SPECIAL JURISDICTION,1840020135
1000061,KETCHIKAN AIRPORT POLICE,"1000 AIRPORT TERMINAL WAY, TERMINAL BUILDING",SPECIAL JURISDICTION,1840023270
1007436,WESTERN KENTUCKY UNIVERSITY POLICE DEPARTMENT,"1906 COLLEGE HEIGHTS BOULEVARD, 11050",SPECIAL JURISDICTION,1840013265
1007007,EMPORIA STATE UNIVERSITY POLICE AND SAFETY DEPARTMENT,1200 COMMERCIAL STREET,SPECIAL JURISDICTION,1840001652
1006971,COLBY COMMUNITY COLLEGE CAMPUS SECURITY,1255 SOUTH RANGE AVENUE,SPECIAL JURISDICTION,1840001553
1021721,FORT PICKETT POLICE DEPARTMENT,"MILITARY ROAD, BUILDING 471",SPECIAL JURISDICTION,1840006460
1007163,KANSAS STATE UNIVERSITY POLICE DEPARTMENT,"DENISON AVENUE, 108 EDWARDS HALL",SPECIAL JURISDICTION,1840001589
1007385,WICHITA AIRPORT AUTHORITY SAFETY DEPARTMENT,2193 SOUTH AIR CARGO ROAD,SPECIAL JURISDICTION,1840001686
1010273,METROPOLITAN TRANSIT POLICE DEPARTMENT,2425 MINNEHAHA AVENUE SOUTH,SPECIAL JURISDICTION,1840007830
1014059,NEVADA DEPARTMENT OF AGRICULTURE,4780 E IDAHO STREET,SPECIAL JURISDICTION,1840020120
1003347,MELBOURNE AIRPORT POLICE DEPARTMENT,1 AIR TERMINAL PARKWAY,SPECIAL JURISDICTION,1840015960
1009430,UNIVERSITY OF MICHIGAN DEARBORN PUBLIC SAFETY,4901 EVERGREEN ROAD,SPECIAL JURISDICTION,1840003969
1015309,BOWLING GREEN STATE UNIVERSITY POLICE DEPARTMENT,104 COMMONS,SPECIAL JURISDICTION,1840000621
1010086,FOND DU LAC DEPARTMENT OF CONSERVATION,104 UNIVERSITY ROAD,SPECIAL JURISDICTION,1840006646
1019430,UNIVERSITY OF MEMPHIS - CAMPUS POLICE SERVICES,"505 ZACH H CURLIN STREET, ROOM 112",SPECIAL JURISDICTION,1840015457
1019139,NORTHEAST STATE TECHNICAL COMMUNITY COLLEGE SECURITY OFFICE,2425 STATE HIGHWAY 75,SPECIAL JURISDICTION,1840013298
1011890,APPALACHIAN STATE UNIVERSITY CAMPUS POLICE,461 RIVERS STREET,SPECIAL JURISDICTION,1840015310
1013581,RUTGERS POLICE DEPARTMENT NEWARK CAMPUS DIVISION,200 UNIVERSITY AVENUE,SPECIAL JURISDICTION,1840002791
1018650,UNIVERSITY OF SOUTH CAROLINA - BEAUFORT POLICE DEPT.,1 UNIVERSITY BLVD.,SPECIAL JURISDICTION,1840015799
1018758,GREENVILLE TECHNICAL COLLEGE PUBLIC SAFETY,506 S PLEASANTBURG DR,SPECIAL JURISDICTION,1840013501
1002233,SANTA BARBARA WATERFRONT HARBOR PATROL,"132 HARBOR WAY A, PO BOX 1990",SPECIAL JURISDICTION,1840021829
1008912,MARYLAND DEPARTMENT OF HEALTH AND MENTAL HYGIENE,55 WADE AVE,SPECIAL JURISDICTION,1840005679
1002079,CALIFORNIA EXPOSITION AND STATE FAIR POLICE,1600 EXPOSITION BOULEVARD,SPECIAL JURISDICTION,1840021491
1001260,MOHAVE COUNTY PARK RANGERS,3675 EAST ANDY DEVINE AVENUE,SPECIAL JURISDICTION,1840021043
1016160,TOLEDO AREA METRO PARK DISTRICT RANGERS,5100 WEST CENTRAL AVENUE,SPECIAL JURISDICTION,1840000572
1017964,SCHOOL DISTRICT OF PHILADELPHIA POLICE,440 N. BROAD ST.,SPECIAL JURISDICTION,1840000673
1004220,SOUTHERN TECH UNIVERSITY POLICE DEPT.,1100 SOUTH MARIETTA PARKWAY,SPECIAL JURISDICTION,1840015633
1023611,UNIVERSITY OF WYOMING POLICE DEPARTMENT,1000 E. UNIVERSITY DEPT 31,SPECIAL JURISDICTION,1840020096
1023556,NATRONA COUNTY INTERNATIONAL AIRPORT POLICE,8500 AIRPORT PKWY,SPECIAL JURISDICTION,1840038324
1021451,TYLER PARK POLICE DEPARTMENT - LAKE PATROL 1 AND 2,16536 MCELROY ROAD,SPECIAL JURISDICTION,1840022077
1018653,SOUTH CAROLINA STATE TRANSPORT POLICE,10311 WILSON BOULEVARD,SPECIAL JURISDICTION,1840015598
1008058,EAST JEFFERSON PARISH LEVEE DISTRICT OFFICE POLICE DEPARTMENT,1135 LESAN DRIVE,SPECIAL JURISDICTION,1840015047
1002327,EL CAMINO COLLEGE POLICE DEPARTMENT,16007 CRENSHAW BOULEVARD,SPECIAL JURISDICTION,1840021873
1021026,QUINLAN INDEPENDENT SCHOOL DISTRICT POLICE DEPARTMENT,301 EAST MAIN STREET,SPECIAL JURISDICTION,1840020652
1001700,CALIFORNIA STATE UNIVERSITY - HAYWARD POLICE,25800 CARLOS BEE BOULEVARD,SPECIAL JURISDICTION,1840020293
1018706,"SOUTH CAROLINA PARKS, RECREATION & TOURISM",1205 PENDLETON STREET,SPECIAL JURISDICTION,1840014730
1003911,COLUMBUS AIRPORT PUBLIC SAFETY,3250 WEST BRITT DAVID ROAD,SPECIAL JURISDICTION,1840014887
1017710,MANSFIELD UNIVERSITY POLICE DEPARTMENT,65 CLINTON STREET,SPECIAL JURISDICTION,1840003301
1003823,COLLEGE OF COASTAL GEORGIA DEPT OF PUBLIC SAFETY,3700 ALTAMA AVE,SPECIAL JURISDICTION,1840013875
1018568,UNIVERSITY OF RHODE ISLAND PUBLIC SAFETY,85 BRIAR LANE,SPECIAL JURISDICTION,1840003365
1018042,SCHUYLKILL COUNTY DISTRICT ATTORNEY'S OFFICE,401 NORTH SECOND STREET,SPECIAL JURISDICTION,1840002775
1019742,UNIVERSITY OF TEXAS SYSTEM POLICE,"702 COLORADO ST, ROOM 6200",SPECIAL JURISDICTION,1840019590
1000795,UNIVERSITY OF CENTRAL ARKANSAS POLICE,201 DONAGHEY AVENUE,SPECIAL JURISDICTION,1840014598
1000965,ARKANSAS GAME AND FISH COMMISSION LAW ENFORCEMENT - HEADQUARTERS,2 NATURAL RESOURCE DRIVE,SPECIAL JURISDICTION,1840015509
1000483,PORT AUTHORITY POLICE DEPARTMENT,900 ALABAMA STATE DOCKS BOULEVARD,SPECIAL JURISDICTION,1840006009
1003187,FLORIDA GULF COAST UNIVERSITY POLICE DEPARTMENT,10501 FGCU BOULEVARD,SPECIAL JURISDICTION,1840014226
1004202,MACON STATE COLLEGE,100 COLLEGE STATION DRIVE,SPECIAL JURISDICTION,1840043455
1003213,UNIVERSITY OF FLORIDA POLICE DEPARTMENT,"1509 MUSEUM ROAD, BUILDING 51",SPECIAL JURISDICTION,1840014022
1018701,SOUTH CAROLINA DEPARTMENT OF NATURAL RESOURCES,1000 ASSEMBLY ST,SPECIAL JURISDICTION,1840014730
1020180,YSLETA INDEPENDENT SCHOOL DISTRICT POLICE DEPARTMENT,9600 SIMS DRIVE,SPECIAL JURISDICTION,1840023252
1006244,MCHENRY COUNTY CONSERVATION DISTRICT POLICE DEPARTMENT,18401 UNITED STATES HIGHWAY 14,SPECIAL JURISDICTION,1840010107
1011997,GASTON COLLEGE POLICE,201 UNITED STATES HIGHWAY 321,SPECIAL JURISDICTION,1840016396
1012055,FAYETTEVILLE STATE UNIVERSITY POLICE DEPARTMENT,601 GRACE BLACK CIRCLE,SPECIAL JURISDICTION,1840013490
1010541,JACKSON COUNTY PARKS & RECREATION,22807 WOODS CHAPEL ROAD,SPECIAL JURISDICTION,1840007396
1011138,CLAY COUNTY PARKS DEPARTMENT RANGER STATION,17201 PARADESIAN,SPECIAL JURISDICTION,1840009605
1007578,CINCINNATI / NORTHERN KENTUCKY INTERNATIONAL AIRPORT AUTHORITY HEADQUARTERS,3222 TERMINAL DRIVE,SPECIAL JURISDICTION,1840026680
1012628,UNIVERSITY OF NORTH DAKOTA POLICE DEPARTMENT,3851 CAMPUS ROAD,SPECIAL JURISDICTION,1840000101
1022514,SPOKANE AIRPORT POLICE DEPARTMENT,9000 WEST AIRPORT DRIVE,SPECIAL JURISDICTION,1840021093
1019390,UNIVERSITY OF TENNESSEE AT MARTIN - PUBLIC SAFETY DEPARTMENT,"215 HURT STREET, CRISP HALL",SPECIAL JURISDICTION,1840015282
1023520,WEST LIBERTY STATE COLLEGE CAMPUS POLICE DEPARTMENT,"FACULTY DRIVE, SHAW HALL",SPECIAL JURISDICTION,1840005513
1005767,LAKE LAND COLLEGE POLICE DEPARTMENT,EAST COUNTY ROAD 250 NORTH,SPECIAL JURISDICTION,1840008449
1023472,SHEPHERD UNIVERSITY POLICE DEPARTMENT,301 NORTH KING STREET,SPECIAL JURISDICTION,1840005761
1013644,RICHARD STOCKTON COLLEGE OF NEW JERSEY POLICE DEPARTMENT,POMONA ROAD,SPECIAL JURISDICTION,1840005596
1023210,CONCORD UNIVERSITY POLICE DEPARTMENT,1000 EAST VERMILLION STREET,SPECIAL JURISDICTION,1840006403
1015082,CUNY COLLEGE OF STATEN ISLAND POLICE,2800 VICTORY BOULEVARD,SPECIAL JURISDICTION,1840034032
1006256,ZION PARK DISTRICT - RANGER STATION,2400 DOWIE MEMORIAL DRIVE,SPECIAL JURISDICTION,1840010114
1006023,ROUND LAKE AREA PARK DISTRICT POLICE,241 ORCHARD LANE,LOCAL POLICE DEPARTMENT,1840011170
1010070,LEECH LAKE DEPARTMENT OF RESOURCE MANAGEMENT,15756 STATE HIGHWAY 371,SPECIAL JURISDICTION,1840006622
1022022,SOUTHWEST VIRGINIA COMMUNITY COLLEGE CAMPUS POLICE,"369 COLLEGE ROAD, PHYSICAL PLANT BUILDING",SPECIAL JURISDICTION,1840006454
1011995,WESTERN CAROLINA UNIVERSITY POLICE,114 EAST UNIVERSITY WAY,SPECIAL JURISDICTION,1840013072
1016539,GRAND RIVER DAM LAKE PATROL,13467 EAST STATE HIGHWAY 28,SPECIAL JURISDICTION,1840021662
1019141,TRI-CITIES AIRPORT PUBLIC SAFETY DEPARTMENT,2525 STATE HIGHWAY 75,SPECIAL JURISDICTION,1840013298
1021520,SNOW COLLEGE POLICE DEPARTMENT,136 EAST 100 NORTH,SPECIAL JURISDICTION,1840020202
1010630,UNIVERSITY OF MISSOURI POLICE DEPT.,901 VIRGINIA AVE,SPECIAL JURISDICTION,1840007391
1008969,FROSTBURG STATE UNIVERSITY PUBLIC SAFETY DEPARTMENT,UNIVERSITY DRIVE,SPECIAL JURISDICTION,1840005622
1001301,ARIZONA DEPARTMENT OF RACING,1110 WEST WASHINGTON STREET,SPECIAL JURISDICTION,1840020568
1001305,GATEWAY COMMUNITY COLLEGE SAFETY,108 NORTH 40TH STREET,SPECIAL JURISDICTION,1840020568
1017798,PENN STATE UNIVERSITY POLICE - MONT ALTO CAMPUS,1 CAMPUS DRIVE,SPECIAL JURISDICTION,1840001413
1001321,YAVAPAI COLLEGE POLICE,110 EAST SHELDON STREET,SPECIAL JURISDICTION,1840020436
1000516,ALABAMA DEPARTMENT OF PUBLIC SAFETY CAPITOL POLICE DEPARTMENT,301 SOUTH RIPLEY STREET,SPECIAL JURISDICTION,1840008353
1021426,WEATHERFORD COLLEGE POLICE DEPARTMENT,301 COLLEGE PARK DRIVE,SPECIAL JURISDICTION,1840022041
1020028,NAVARRO COLLEGE DEPARTMENT OF PUBLIC SAFETY,"3200 WEST 7TH AVENUE, GIBSON HALL STUDENT CENTER",SPECIAL JURISDICTION,1840019505
1000162,ATHENS STATE UNIVERSITY POLICE,300 N. BEATY ST,SPECIAL JURISDICTION,1840000935
1007902,LOUSIANA WILDLIFE AND FISHERIES DEPT - ENFORCEMENT DIVISION,2000 QUAIL DRIVE,SPECIAL JURISDICTION,1840013941
1016436,SOUTHEASTERN OKLAHOMA STATE UNIVERSITY POLICE,301 WEST UNIVERSITY BOULEVARD,SPECIAL JURISDICTION,1840019280
1016631,OKLAHOMA STATE UNIVERSITY - OKMULGEE POLICE DEPARTMENT,1801 EAST 4TH STREET,SPECIAL JURISDICTION,1840020400
1022554,WASHINGTON STATE UNIVERSITY - VANCOUVER POLICE DEPARTMENT,14204 NORTHEAST SALMON CREEK AVENUE,SPECIAL JURISDICTION,1840021189
1015440,GREATER CLEVELAND REGIONAL TRANSIT AUTHORITY POLICE DEPARTMENT,1240 WEST 6TH STREET,SPECIAL JURISDICTION,1840000596
1015881,HOCKING TECHNICAL COLLEGE POLICE,3301 HOCKING PARKWAY,SPECIAL JURISDICTION,1840008482
1010909,NORTHWEST MISSOURI STATE UNIVERSITY POLICE DEPARTMENT,800 UNIVERSITY DRIVE,SPECIAL JURISDICTION,1840008349
1015969,MIAMI UNIVERSITY POLICE DEPARTMENT,4945 OXFORD TRENTON ROAD,SPECIAL JURISDICTION,1840009572
