fire_emergency_id,name,address,city_id
2297096,Virginia Volunteer Fire Department,250 South Front Street,1840010528
2297098,Beverly Hills Fire Department - Station 1,445 North Rexford Drive,1840019231
2297106,Eagle City Fire Department,West Main Street,1840022694
2297108,Wolf Creek - Craig Fire Department Station 1,255 Augusta Street,1840032780
2297128,Start - Girard Fire Protection District,26 Owl Loop Road,1840025902
2297189,North Apollo Fire Department Station 170,311 North 16th Street,1840003522
2297193,Heath Rural Fire District,5630 East Fork Road,1840019823
2297202,Remer Fire Department,Park Avenue,1840008838
2297208,Truckee Meadows Fire District - Station 33,470 Foothill Road,1840020121
2297214,Clover Fire Company District 5 Station 3,8 Clover Road,1840002775
2297233,Galva Fire Department,109 East Second Street,1840008071
2297243,Crowley Fire Department Station 2,400 South Oak Street,1840019431
2297244,Troy Fire Protection District Station 1,700 Cottage Street,1840011496
2297273,Annaville Volunteer Fire Department Station 1,11551 Leopard Street,1840019718
2297274,Toledo Fire and Rescue Department - Station 17,1047 West Central Avenue,1840000572
2297286,Cullman Fire Department Station 3,1920 Butler Street Northwest,1840001354
2297305,Holiday Park Volunteer Fire Department Station 236,415 Abers Creek Road,1840001254
2297308,Cleveland Fire Department Station 11,7629 Broadway Avenue,1840000596
2297315,Springfield Fire and Rescue Division Station 7,437 East Home Road,1840003765
2297318,Edge - Scott Volunteer Fire Protection District,201 North Smith Road,1840010451
2297327,Supai Fire Station,Supai Road,1840018974
2297357,Shelbyville Fire Department Station 1,111 Lane Parkway,1840015412
2297364,Wagoner Fire Department Station 1,807 West Cherokee Street,1840021696
2297367,Maumee Fire Division Station 2,450 West Dussel Drive,1840000569
2297379,Fairview Volunteer Fire Department,412 South Central Avenue,1840021086
2297409,Jefferson Township Fire Department Station 2,1525 Kimmel Lane,1840034249
2297432,Bakersfield Fire Department Station 3,3400 Palm Street,1840019148
2297451,Rockport Volunteer Fire Department North Station,902 Henderson Street,1840020999
2297459,Martin Fire Department Station 2,101 Ellis Street,1840015282
2297468,Salem Volunteer Fire Department,115 West Main Street,1840017889
2297512,Monona Fire Department,110 North Page Street,1840008018
2297515,Bridgeville Volunteer Fire Company,311 Market Street,1840006075
2297532,Washington Township Fire Department Station 43,10499 Dayton Lebanon Pike,1840034249
2297549,Sedona Fire District Station 1,2860 Southwest Drive,1840021584
2297550,Benton Township Fire Department,4713 Hartel Road,1840003106
2297551,Lancaster Fire Department Station 3,1960 West Belt Line Road,1840020714
2297557,Youngstown Fire Department Station 12,2251 McGuffey Road,1840003563
2297567,Val Verde County Rural Volunteer Fire Department Station 2,87 Farm To Market Road 2523,1840019607
2297571,Fairmount Fire Department,214 West Washington Street,1840010394
2297587,Twin Lakes Volunteer Fire Department and Rescue Squad,236 East Main Street,1840003159
2297609,Highland Hose Company Volunteer Fire Department,401 East 8th Avenue,1840001265
2297624,Paradis Volunteer Fire Department,807 Barber Road,1840013984
2297640,Shiner Volunteer Fire Department,519 North Avenue D,1840022230
2297670,Oxford Fire Department Station 6,2022 US Highway 78 West,1840014780
2297673,Huntingdon Fire Department 65 Station 5,1303 Washington Street,1840001068
2297674,Ford Cliff Volunteer Fire Company Station 80,609 Neale Avenue,1840003517
2297677,Weinert Volunteer Fire Department,300 South Hilmar Street,1840022024
2297690,Tyler Fire Department Station 3,150 Airport Drive,1840022076
2297694,Neshannock Township Volunteer Fire Company Station 100,3135 Old Mercer Road,1840000938
2297700,West End Volunteer Fire Department,Dorman Road,1840018449
2297732,Tri Community Volunteer Fire Department Station 2,3214 State Highway 13 North,1840014970
2297744,Kelford Volunteer Fire Department,106 North Main Street,1840016147
2297747,Winterhaven Fire Protection District,495 3rd Avenue,1840019377
2297752,Northside Fire Department,3455 North Saint Louis Street,1840013398
2297764,Marion County Fire District 6 Lost Springs Fire Department,100 Chicago Avenue,1840009660
2297766,Logan Volunteer Fire and Rescue Association,106 North 3rd Avenue,1840009205
2297768,Secaucus Fire Department Washington Hook and Ladder Company 1,272 County Avenue,1840001033
2297775,Niles Fire Department - Station 3,6611 West Jarvis Street,1840011301
2297783,Lamar County Fire Department and Rescue Station 3 South Milner,100 Greenwood Street,1840014855
2297789,Dana Community Volunteer Fire Department,160 Maple Street,1840009471
2297790,Mountain View Fire Rescue Station 4,8500 Niwot Road,1840018773
2297794,Cayce Volunteer Fire Department,7 State Route 239 S,1840013296
2297799,Lockport Volunteer Fire Department 308 Station,8028 State Highway 308,1840017216
2297803,Lincoln County Rural Fire District Station 3,38137 US Highway 2,1840019757
2297804,Pittsburg Volunteer Fire Department,109 South Lodge Street,1840012988
2297808,Mahtomedi Fire Department,800 Stillwater Road,1840008913
2297813,Oak Hill Fire and Rescue Station 2,3000 Brown Mountain Beach Road,1840014504
2297823,Knoxville Fire Department Northwest Station 17,4804 Oak Ridge Highway,1840014486
2297836,Eastbank Consolidated Fire Department Station 16,5200 Lafreniere Street,1840013994
2297854,Taylor County Fire and Rescue Panhandle Station,868 East Old Wire Road,1840013809
2297855,Sissonville Millertown Pocatalico and Guthrie Volunteer Fire Department Goff Station,8405 Sissonville Drive,1840006196
2297856,Riverside County Fire Department Station 41 North Shore,99065 Corvina Drive,1840038388
2297861,Thurston County Fire District 13 Griffin Fire Department Station 13 - 2,8113 Steamboat Island Road,1840019865
2297867,Palm Harbor Fire Rescue Station 65,250 West Lake Road,1840014143
2297880,North Whatcom Fire and Rescue Station 68 Delta,8188 North Enterprise Road,1840019751
2297881,Rock Rapids Fire Department,106 South Greene Street,1840009035
2297891,Elkhart Fire Department Station 7,801 County Road 6 West,1840008187
2297909,Lewiston Volunteer Fire Department,85 North Fremont Street,1840007921
2297914,Oak Park Fire Department Station 3,900 South East Avenue,1840011307
2297922,Tarrant Fire and Rescue,2593 Commerce Circle,1840015671
2297928,Lindenwold Fire Department Station 1,517 East Linden Avenue,1840000730
2297929,Old Shawneetown Volunteer Fire Department,322 Washington Street,1840009867
2297947,Biwabik Township Fire Department,6517 Oak Drive,1840007689
2297959,O'Fallon Fire Protection District Station 5,7140 South Outer Road 364,1840008571
2297970,Demarest Volunteer Fire Department,23 Park Street,1840003540
2297975,Marine Corps Logistics Base Fire Station Nebo Annex,G Street,1840019118
2298030,Bay Village Volunteer Fire Department,4353 State Highway 163,1840014578
2298054,San Francisco Fire Department Station 13,530 Sansome Street,1840021543
2298057,Calloway County Fire and Rescue Station 1,101 East Sycamore Street,1840014410
2298068,Athens Fire and Rescue Station 1,950 West Washtington Street,1840000935
2298083,San Mateo Fire Department Station 27,1801 DeAnza Boulevard,1840021551
2298087,Coeur d'Alene Fire Department Station 2,3850 North Ramsey Road,1840018402
2298098,Mason County Fire District 11,130 East Island Lake Road,1840021123
2298099,Wilson County Rural Fire District Station 1,22499 1200 Road,1840007588
2298100,Mount Judea Fire Department Station 1,State Highway 74,1840027832
2298105,Eyota Volunteer Fire Department,19 East Front Street South,1840007916
2298115,Fairmont Department of Public Safety Fire Division,421 South Main Street,1840016538
2298139,Boston Fire Department Station 16 Mattapan,9 Gallivan Boulevard,1840000455
2298142,Powhatan County Fire Department Company 4 - Fine Creek Volunteer Fire Department,1825 Huguenot Trail,1840037427
2298145,Paragould Fire Department Station 1,1405 West Kings Highway,1840014474
2298164,Jacksonville Fire Department Station 1,206 Marine Boulevard,1840014653
2298168,Brooklyn Park Fire Department - Station 3,7301 West Broadway,1840004023
2298172,San Francisco Fire Department Station 10,655 Presidio Avenue,1840021543
2298173,Mannsville Manor Volunteer Fire Company Station 1,310 South Main Street,1840004114
2298179,Tehama County Fire Department Station 4 - Ridgeway,19691 Ridge Road,1840020176
2298181,Maple Plain Fire Department,1645 Pioneer Avenue,1840008924
2298186,Reliance Volunteer Fire Department,101 Main Street,1840002526
2298191,Long Valley Volunteer Fire Department,58880 State Highway 70,1840017509
2298227,Goodyear Fire Department Station 185,15875 West Clubhouse Drive,1840020564
2298236,Osage Fire Protection District Station 1 Headquarters,6708 State Highway W,1840008615
2298238,Camden Fire Department,140 Van Buren Street Northwest,1840013736
2298287,Orange City Fire Department Station 68,743 Harley Strickland Boulevard,1840015075
2298294,Donnellson Fire Department,616 Main Street,1840007205
2298299,Gainesville Fire Department Station 4,2163 Memorial Park Drive,1840013612
2298301,Campbell Fire Department,2219 Bainbridge Street,1840002577
2298303,Pend Oreille Fire District 4 Station 42,433171 Highway 20,1840019765
2298306,Central Stickney Fire Protection District,4951 South Lotus Avenue,1840000494
2298310,Mekoryuk Volunteer Fire Department,Mekoryuk Airport Road,1840023360
2298317,Lubeck Volunteer Fire Department Station 1,1340 Harris Highway,1840005786
2298333,Verona - Kinsman Fire Protection District,429 Division Street,1840011620
2298343,Orange County Fire Authority - Station 45,30131 Aventura Street,1840020584
2298346,Altamahaw - Ossipee Volunteer Fire Department,2806 Old North Carolina 87,1840016143
2298358,Cedar Creek Volunteer Fire Department,3342 Cedar Creek Road,1840016099
2298363,Concord Fire District Station 2,6798 Warrior River Road,1840013732
2298365,Golden Fire Protection District,317 Quincy Street,1840012361
2298371,Bethel Fire Department,139 Broadway Street Northwest,1840006718
2298372,Trenton Fire and Emergency Services Engine 3 Ladder 2,720 South Broad Street,1840001383
2298378,Liberty Township Fire Protection District,13807 State Highway 149,1840010410
2298391,Sutton Fire Department,9 Underpass Road,1840152974
2298395,Big Rock Volunteer Fire Department,1275 Old Rocklick Road,1840117874
2298396,Honolulu Fire Department Station 21 Kaaawa,51 - 369 Kamehameha Highway,1840029487
2298397,Ouachita Parish Fire Protection District 1 Station 7,3167 Prairie Road,1840014881
2298398,Hana Fire Station,4655 Hana Highway,1840029476
2298416,Hardeeville Fire Department Station 82 - New River,2573 Argent Boulevard,1840018086
2298421,Donaldson Center Fire Department,2291 Perimeter Road,1840013501
2298442,Ridgetop Volunteer Fire Department,1735 US Highway 41 South,1840014415
2298456,Columbia Fire Department Station 2,801 Pearl Street,1840014970
2298461,Auburn Fire Department Station 3,296 Clark Street,1840000367
2298463,Heilbronn Springs Volunteer Fire Department Station 4,21412 Northwest State Road 16,1840015940
2298468,Lyon County Fire District 2 Station 2,17 East 5th Street,1840007469
2298487,Stanardsville Volunteer Fire Company,275 Celt Road,1840006239
2298493,Galena Fire Department Station 2,State Highway 66 and Southeast State Highway Alternate 69,1840026865
2298514,Moorefield Fire and Rescue Company 23,43496 Moorefield Boulevard,1840024495
2298519,Choudrant Volunteer Fire Department,2520 US Highway 80,1840018084
2298535,Levy County Fire Rescue Station 11,2830 Southeast County Road 121,1840026043
2298536,Sanford Fire Department Station 38,1300 Central Park Drive,1840015958
2298541,Los Angeles County Fire Department Station 95,137 West Redondo Beach Boulevard,1840020482
2298544,Rabun Volunteer Fire Department,47860 Rabun Road,1840000959
2298578,Boyden Fire / Rescue and Ambulance,813 Main Street,1840006870
2298579,City of Miami Fire Rescue Station 12,1455 Northwest 46th Street,1840015149
2298580,Weber Fire District Station 66,3641 West 2200 South,1840020135
2298582,Superior Township Volunteer Fire Department,5597 South State Highway 35,1840038034
2298600,Terry's Corners Volunteer Fire Company,7801 Chestnut Ridge Road,1840004270
2298602,Estero Fire Rescue Station 41 - The George Horne Station,8631 County Road,1840013129
2298624,Terre Haute Fire Department Station 3,701 North 13th Street,1840009671
2298625,Los Lunas Fire Department Substation,1000 Main Street Southwest,1840022814
2298628,Keweenaw Bay Fire Department,13587 Old US Highway 41,1840010914
2298633,Monongah Volunteer Fire Department,430 Bridge Street,1840005736
2298636,Dodd Mountain Fire Department Station 2,5654 Signal Hill Road,1840014491
2298637,Bristol Tennessee Fire Department Station 4,361 Exide Drive,1840013301
2298650,Saint Tammany Parish Fire District 1 Station 5,58405 Holly Drive,1840015911
2298652,Blackmans Crossroads Fire Department,5813 State Highway 96 South,1840016291
2298661,Lawrence Township Fire Department 2,1780 Crimson Court,1840002348
2298667,Columbus Fire Protection District,3rd Avenue East,1840001863
2298668,Friendship Volunteer Fire Department,4544 Friendship Road,1840015790
2298671,Martinsville Fire Protection District Station 2,4902 North 370th Street,1840007370
2298692,Triangle Volunteer Fire Department,1051 Mortons Ferry Road,1840024813
2298736,Pasadena Fire Department Station 8,5454 Crenshaw,1840020930
2298742,Bossier Parish Fire District 1 Station 1,4494 US Highway 80,1840015770
2298743,Williams Rural Fire Protection District,211 East Fork Road,1840025489
2298750,Nome Volunteer Fire Department,Bering Street,1840023510
2298793,Higgins - Lipscomb Volunteer Fire Department Station 1,9 East Commercial Street,1840020381
2298809,Madison County Fire Department Station 1,560 South Keeneland Drive,1840014341
